Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,EventName,SessionType,EventDate,Time_weather,AirTemp,TrackTemp,Humidity,AvgSpeed,MaxThrottle,AvgBrake
PIA,81,100.02,4.0,1.0,,,27.156,39.385,33.479,0 days 00:51:41.240000,0 days 00:52:20.625000,0 days 00:52:54.104000,208.0,174.0,203.0,345.0,True,MEDIUM,4.0,True,McLaren,3074.039,2024-10-19 18:09:00.138,1,13.0,False,,False,True,United States Grand Prix,S,2024-10-20,3092.728,27.2,42.9,45.0,,,
LAW,30,100.421,4.0,1.0,,,27.159,39.388,33.874,0 days 00:51:41.895000,0 days 00:52:21.283000,0 days 00:52:55.157000,215.0,180.0,207.0,331.0,True,MEDIUM,7.0,False,RB,3074.699,2024-10-19 18:09:00.798,1,15.0,False,,False,True,United States Grand Prix,S,2024-10-20,3092.728,27.2,42.9,45.0,,,
ALO,14,100.446,4.0,1.0,,,27.048,39.859,33.539,0 days 00:51:42.493000,0 days 00:52:22.352000,0 days 00:52:55.891000,209.0,181.0,203.0,332.0,True,MEDIUM,7.0,False,Aston Martin,3075.377,2024-10-19 18:09:01.476,1,16.0,False,,False,True,United States Grand Prix,S,2024-10-20,3092.728,27.2,42.9,45.0,,,
OCO,31,100.38,4.0,1.0,,,27.074,39.937,33.369,0 days 00:51:43.130000,0 days 00:52:23.067000,0 days 00:52:56.436000,205.0,178.0,206.0,329.0,True,MEDIUM,4.0,True,Alpine,3075.995,2024-10-19 18:09:02.094,1,17.0,False,,False,True,United States Grand Prix,S,2024-10-20,3092.728,27.2,42.9,45.0,,,
BOT,77,100.828,4.0,1.0,,,27.081,39.976,33.771,0 days 00:51:44.012000,0 days 00:52:23.988000,0 days 00:52:57.759000,208.0,181.0,206.0,327.0,True,MEDIUM,10.0,False,Kick Sauber,3076.875,2024-10-19 18:09:02.974,1,18.0,False,,False,True,United States Grand Prix,S,2024-10-20,3092.728,27.2,42.9,45.0,,,
ZHO,24,100.713,4.0,1.0,,,27.077,40.03,33.606,0 days 00:51:44.805000,0 days 00:52:24.835000,0 days 00:52:58.441000,208.0,178.0,208.0,326.0,True,MEDIUM,4.0,True,Kick Sauber,3077.696,2024-10-19 18:09:03.795,1,19.0,False,,False,True,United States Grand Prix,S,2024-10-20,3092.728,27.2,42.9,45.0,,,
ALB,23,100.587,4.0,1.0,,,27.048,39.945,33.594,0 days 00:51:45.454000,0 days 00:52:25.399000,0 days 00:52:58.993000,209.0,174.0,204.0,328.0,True,MEDIUM,4.0,True,Williams,3078.361,2024-10-19 18:09:04.460,1,20.0,False,,False,True,United States Grand Prix,S,2024-10-20,3092.728,27.2,42.9,45.0,,,
VER,1,98.426,5.0,1.0,,,26.642,39.102,32.682,0 days 00:53:05.790000,0 days 00:53:44.892000,0 days 00:54:17.574000,,181.0,201.0,308.0,False,MEDIUM,8.0,False,Red Bull Racing,3159.113,2024-10-19 18:10:25.212,1,1.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
NOR,4,98.576,5.0,1.0,,,26.72,39.218,32.638,0 days 00:53:07.185000,0 days 00:53:46.403000,0 days 00:54:19.041000,214.0,181.0,205.0,313.0,False,MEDIUM,10.0,False,McLaren,3160.396,2024-10-19 18:10:26.495,1,2.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
RUS,63,98.45,5.0,1.0,,,26.386,39.009,33.055,0 days 00:53:07.646000,0 days 00:53:46.655000,0 days 00:54:19.710000,210.0,183.0,204.0,337.0,False,MEDIUM,10.0,False,Mercedes,3161.199,2024-10-19 18:10:27.298,1,3.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
LEC,16,99.7,5.0,1.0,,,26.352,39.615,33.733,0 days 00:53:08.679000,0 days 00:53:48.294000,0 days 00:54:22.027000,221.0,183.0,206.0,305.0,False,MEDIUM,8.0,False,Ferrari,3162.275,2024-10-19 18:10:28.374,1,5.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
SAI,55,98.329,5.0,1.0,,,26.47,38.996,32.863,0 days 00:53:09.487000,0 days 00:53:48.483000,0 days 00:54:21.346000,223.0,185.0,204.0,329.0,False,MEDIUM,8.0,False,Ferrari,3162.975,2024-10-19 18:10:29.074,1,4.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
HAM,44,98.587,5.0,1.0,,,26.545,39.029,33.013,0 days 00:53:11.097000,0 days 00:53:50.126000,0 days 00:54:23.139000,225.0,185.0,204.0,319.0,True,MEDIUM,9.0,False,Mercedes,3164.526,2024-10-19 18:10:30.625,1,6.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
MAG,20,101.473,5.0,1.0,,,26.973,41.343,33.157,0 days 00:53:13.881000,0 days 00:53:55.224000,0 days 00:54:28.381000,220.0,179.0,204.0,284.0,False,MEDIUM,10.0,False,Haas F1 Team,3166.802,2024-10-19 18:10:32.901,1,8.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
TSU,22,99.311,5.0,1.0,,,26.82,39.539,32.952,0 days 00:53:15.342000,0 days 00:53:54.881000,0 days 00:54:27.833000,217.0,175.0,201.0,315.0,False,MEDIUM,5.0,True,RB,3168.485,2024-10-19 18:10:34.584,1,7.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
HUL,27,99.975,5.0,1.0,,,26.679,39.675,33.621,0 days 00:53:16.011000,0 days 00:53:55.686000,0 days 00:54:29.307000,,177.0,203.0,318.0,False,MEDIUM,10.0,False,Haas F1 Team,3169.242,2024-10-19 18:10:35.341,1,9.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
PER,11,99.82,5.0,1.0,,,26.789,39.799,33.232,0 days 00:53:17.166000,0 days 00:53:56.965000,0 days 00:54:30.197000,207.0,180.0,202.0,313.0,False,MEDIUM,8.0,False,Red Bull Racing,3170.322,2024-10-19 18:10:36.421,1,10.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
COL,43,99.758,5.0,1.0,,,26.94,39.695,33.123,0 days 00:53:18.507000,0 days 00:53:58.202000,0 days 00:54:31.325000,218.0,181.0,201.0,314.0,True,MEDIUM,9.0,False,Williams,3171.522,2024-10-19 18:10:37.621,1,11.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
STR,18,99.68,5.0,1.0,,,27.069,39.555,33.056,0 days 00:53:19.547000,0 days 00:53:59.102000,0 days 00:54:32.158000,206.0,181.0,208.0,312.0,True,MEDIUM,8.0,False,Aston Martin,3172.478,2024-10-19 18:10:38.577,1,12.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
PIA,81,99.083,5.0,1.0,,,26.995,39.164,32.924,0 days 00:53:21.099000,0 days 00:54:00.263000,0 days 00:54:33.187000,217.0,180.0,206.0,314.0,True,MEDIUM,5.0,True,McLaren,3174.059,2024-10-19 18:10:40.158,1,13.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
GAS,10,99.852,5.0,1.0,,,27.122,39.533,33.197,0 days 00:53:21.871000,0 days 00:54:01.404000,0 days 00:54:34.601000,211.0,180.0,203.0,313.0,True,MEDIUM,8.0,False,Alpine,3174.656,2024-10-19 18:10:40.755,1,14.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
LAW,30,100.529,5.0,1.0,,,27.288,39.677,33.564,0 days 00:53:22.445000,0 days 00:54:02.122000,0 days 00:54:35.686000,209.0,178.0,207.0,330.0,False,MEDIUM,8.0,False,RB,3175.12,2024-10-19 18:10:41.219,1,15.0,True,TRACK LIMITS AT TURN 12 LAP 5 ,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
ALO,14,100.381,5.0,1.0,,,26.977,39.397,34.007,0 days 00:53:22.868000,0 days 00:54:02.265000,0 days 00:54:36.272000,208.0,186.0,205.0,348.0,True,MEDIUM,8.0,False,Aston Martin,3175.823,2024-10-19 18:10:41.922,1,16.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
OCO,31,100.339,5.0,1.0,,,27.101,39.692,33.546,0 days 00:53:23.537000,0 days 00:54:03.229000,0 days 00:54:36.775000,,180.0,206.0,325.0,True,MEDIUM,5.0,True,Alpine,3176.375,2024-10-19 18:10:42.474,1,17.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
BOT,77,100.041,5.0,1.0,,,26.951,39.709,33.381,0 days 00:53:24.710000,0 days 00:54:04.419000,0 days 00:54:37.800000,207.0,183.0,205.0,329.0,True,MEDIUM,11.0,False,Kick Sauber,3177.703,2024-10-19 18:10:43.802,1,18.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
ZHO,24,100.302,5.0,1.0,,,26.987,39.932,33.383,0 days 00:53:25.428000,0 days 00:54:05.360000,0 days 00:54:38.743000,210.0,178.0,207.0,326.0,True,MEDIUM,5.0,True,Kick Sauber,3178.409,2024-10-19 18:10:44.508,1,19.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
ALB,23,100.345,5.0,1.0,,,27.049,39.982,33.314,0 days 00:53:26.042000,0 days 00:54:06.024000,0 days 00:54:39.338000,205.0,175.0,208.0,313.0,True,MEDIUM,5.0,True,Williams,3178.948,2024-10-19 18:10:45.047,1,20.0,False,,False,True,United States Grand Prix,S,2024-10-20,3152.735,27.2,43.3,46.0,,,
VER,1,98.287,6.0,1.0,,,26.598,39.226,32.463,0 days 00:54:44.172000,0 days 00:55:23.398000,0 days 00:55:55.861000,221.0,181.0,201.0,309.0,False,MEDIUM,9.0,False,Red Bull Racing,3257.539,2024-10-19 18:12:03.638,1,1.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
NOR,4,99.015,6.0,1.0,,,26.555,39.306,33.154,0 days 00:54:45.596000,0 days 00:55:24.902000,0 days 00:55:58.056000,224.0,184.0,201.0,312.0,False,MEDIUM,11.0,False,McLaren,3258.972,2024-10-19 18:12:05.071,1,2.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
RUS,63,99.126,6.0,1.0,,,26.349,38.954,33.823,0 days 00:54:46.059000,0 days 00:55:25.013000,0 days 00:55:58.836000,218.0,184.0,204.0,338.0,False,MEDIUM,11.0,False,Mercedes,3259.649,2024-10-19 18:12:05.748,1,3.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
SAI,55,98.292,6.0,1.0,,,26.377,39.219,32.696,0 days 00:54:47.723000,0 days 00:55:26.942000,0 days 00:55:59.638000,226.0,184.0,203.0,309.0,True,MEDIUM,9.0,False,Ferrari,3261.304,2024-10-19 18:12:07.403,1,4.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
LEC,16,98.216,6.0,1.0,,,26.487,39.03,32.699,0 days 00:54:48.514000,0 days 00:55:27.544000,0 days 00:56:00.243000,218.0,185.0,208.0,328.0,False,MEDIUM,9.0,False,Ferrari,3261.975,2024-10-19 18:12:08.074,1,5.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
HAM,44,98.499,6.0,1.0,,,26.381,39.23,32.888,0 days 00:54:49.520000,0 days 00:55:28.750000,0 days 00:56:01.638000,,185.0,205.0,321.0,True,MEDIUM,10.0,False,Mercedes,3263.113,2024-10-19 18:12:09.212,1,6.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
TSU,22,100.437,6.0,1.0,,,27.823,39.496,33.118,0 days 00:54:55.656000,0 days 00:55:35.152000,0 days 00:56:08.270000,215.0,176.0,201.0,331.0,False,MEDIUM,6.0,True,RB,3267.796,2024-10-19 18:12:13.895,1,8.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
MAG,20,98.602,6.0,1.0,,,26.835,39.069,32.698,0 days 00:54:55.216000,0 days 00:55:34.285000,0 days 00:56:06.983000,,183.0,202.0,313.0,True,MEDIUM,11.0,False,Haas F1 Team,3268.275,2024-10-19 18:12:14.374,1,7.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
HUL,27,99.58,6.0,1.0,,,26.717,39.526,33.337,0 days 00:54:56.024000,0 days 00:55:35.550000,0 days 00:56:08.887000,209.0,182.0,205.0,331.0,False,MEDIUM,11.0,False,Haas F1 Team,3269.217,2024-10-19 18:12:15.316,1,9.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
PER,11,99.654,6.0,1.0,,,26.848,39.62,33.186,0 days 00:54:57.045000,0 days 00:55:36.665000,0 days 00:56:09.851000,202.0,178.0,202.0,331.0,False,MEDIUM,9.0,False,Red Bull Racing,3270.142,2024-10-19 18:12:16.241,1,10.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
COL,43,99.615,6.0,1.0,,,26.941,39.502,33.172,0 days 00:54:58.266000,0 days 00:55:37.768000,0 days 00:56:10.940000,224.0,180.0,204.0,333.0,True,MEDIUM,10.0,False,Williams,3271.28,2024-10-19 18:12:17.379,1,11.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
STR,18,99.607,6.0,1.0,,,27.055,39.323,33.229,0 days 00:54:59.213000,0 days 00:55:38.536000,0 days 00:56:11.765000,208.0,183.0,208.0,329.0,True,MEDIUM,9.0,False,Aston Martin,3272.158,2024-10-19 18:12:18.257,1,12.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
PIA,81,99.272,6.0,1.0,,,26.714,39.433,33.125,0 days 00:54:59.901000,0 days 00:55:39.334000,0 days 00:56:12.459000,211.0,183.0,204.0,334.0,False,MEDIUM,6.0,True,McLaren,3273.142,2024-10-19 18:12:19.241,1,13.0,True,TRACK LIMITS AT TURN 12 LAP 6 ,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
GAS,10,99.799,6.0,1.0,,,27.174,39.689,32.936,0 days 00:55:01.775000,0 days 00:55:41.464000,0 days 00:56:14.400000,213.0,181.0,204.0,313.0,True,MEDIUM,9.0,False,Alpine,3274.508,2024-10-19 18:12:20.607,1,14.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
LAW,30,101.767,6.0,1.0,,,27.172,40.201,34.394,0 days 00:55:02.858000,0 days 00:55:43.059000,0 days 00:56:17.453000,221.0,188.0,206.0,317.0,False,MEDIUM,9.0,False,RB,3275.649,2024-10-19 18:12:21.748,1,16.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
ALO,14,101.813,6.0,1.0,,,27.045,39.871,34.897,0 days 00:55:03.317000,0 days 00:55:43.188000,0 days 00:56:18.085000,210.0,184.0,206.0,317.0,False,MEDIUM,9.0,False,Aston Martin,3276.204,2024-10-19 18:12:22.303,1,17.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
OCO,31,100.084,6.0,1.0,,,27.138,39.895,33.051,0 days 00:55:03.913000,0 days 00:55:43.808000,0 days 00:56:16.859000,211.0,181.0,205.0,327.0,True,MEDIUM,6.0,True,Alpine,3276.714,2024-10-19 18:12:22.813,1,15.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
BOT,77,100.924,6.0,1.0,,,27.06,39.986,33.878,0 days 00:55:04.860000,0 days 00:55:44.846000,0 days 00:56:18.724000,212.0,181.0,207.0,326.0,False,MEDIUM,12.0,False,Kick Sauber,3277.744,2024-10-19 18:12:23.843,1,18.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
ZHO,24,101.732,6.0,1.0,,,27.198,40.58,33.954,0 days 00:55:05.941000,0 days 00:55:46.521000,0 days 00:56:20.475000,208.0,175.0,207.0,311.0,False,MEDIUM,6.0,True,Kick Sauber,3278.711,2024-10-19 18:12:24.810,1,20.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
ALB,23,100.42,6.0,1.0,,,27.044,39.828,33.548,0 days 00:55:06.382000,0 days 00:55:46.210000,0 days 00:56:19.758000,,178.0,204.0,341.0,False,MEDIUM,6.0,True,Williams,3279.293,2024-10-19 18:12:25.392,1,19.0,False,,False,True,United States Grand Prix,S,2024-10-20,3272.761,27.1,44.1,46.0,,,
VER,1,98.391,7.0,1.0,,,26.6,39.235,32.556,0 days 00:56:22.461000,0 days 00:57:01.696000,0 days 00:57:34.252000,223.0,181.0,202.0,306.0,False,MEDIUM,10.0,False,Red Bull Racing,3355.826,2024-10-19 18:13:41.925,1,1.0,False,,False,True,United States Grand Prix,S,2024-10-20,3332.764,27.1,44.1,47.0,,,
NOR,4,98.154,7.0,1.0,,,26.504,39.013,32.637,0 days 00:56:24.560000,0 days 00:57:03.573000,0 days 00:57:36.210000,226.0,184.0,204.0,311.0,False,MEDIUM,12.0,False,McLaren,3357.987,2024-10-19 18:13:44.086,1,2.0,False,,False,True,United States Grand Prix,S,2024-10-20,3332.764,27.1,44.1,47.0,,,
RUS,63,98.498,7.0,1.0,,,26.454,39.076,32.968,0 days 00:56:25.290000,0 days 00:57:04.366000,0 days 00:57:37.334000,213.0,184.0,205.0,321.0,False,MEDIUM,12.0,False,Mercedes,3358.775,2024-10-19 18:13:44.874,1,3.0,False,,False,True,United States Grand Prix,S,2024-10-20,3332.764,27.1,44.1,47.0,,,
SAI,55,98.41,7.0,1.0,,,26.371,39.03,33.009,0 days 00:56:26.009000,0 days 00:57:05.039000,0 days 00:57:38.048000,221.0,184.0,205.0,332.0,False,MEDIUM,10.0,False,Ferrari,3359.596,2024-10-19 18:13:45.695,1,4.0,False,,False,True,United States Grand Prix,S,2024-10-20,3332.764,27.1,44.1,47.0,,,
LEC,16,98.418,7.0,1.0,,,26.325,39.15,32.943,0 days 00:56:26.568000,0 days 00:57:05.718000,0 days 00:57:38.661000,213.0,183.0,207.0,332.0,False,MEDIUM,10.0,False,Ferrari,3360.191,2024-10-19 18:13:46.290,1,5.0,False,,False,True,United States Grand Prix,S,2024-10-20,3332.764,27.1,44.1,47.0,,,
HAM,44,98.64,7.0,1.0,,,26.352,39.252,33.036,0 days 00:56:27.990000,0 days 00:57:07.242000,0 days 00:57:40.278000,222.0,184.0,204.0,317.0,False,MEDIUM,11.0,False,Mercedes,3361.612,2024-10-19 18:13:47.711,1,6.0,False,,False,True,United States Grand Prix,S,2024-10-20,3332.764,27.1,44.1,47.0,,,
MAG,20,99.293,7.0,1.0,,,26.718,39.743,32.832,0 days 00:56:33.701000,0 days 00:57:13.444000,0 days 00:57:46.276000,,182.0,202.0,303.0,False,MEDIUM,12.0,False,Haas F1 Team,3366.877,2024-10-19 18:13:52.976,1,7.0,False,,False,True,United States Grand Prix,S,2024-10-20,3392.762,27.2,45.0,47.0,,,
TSU,22,100.433,7.0,1.0,,,27.066,39.866,33.501,0 days 00:56:35.336000,0 days 00:57:15.202000,0 days 00:57:48.703000,217.0,184.0,204.0,312.0,False,MEDIUM,7.0,True,RB,3368.233,2024-10-19 18:13:54.332,1,9.0,False,,False,True,United States Grand Prix,S,2024-10-20,3392.762,27.2,45.0,47.0,,,
HUL,27,99.149,7.0,1.0,,,27.014,39.194,32.941,0 days 00:56:35.901000,0 days 00:57:15.095000,0 days 00:57:48.036000,,184.0,205.0,333.0,True,MEDIUM,12.0,False,Haas F1 Team,3368.797,2024-10-19 18:13:54.896,1,8.0,False,,False,True,United States Grand Prix,S,2024-10-20,3392.762,27.2,45.0,47.0,,,
PER,11,99.502,7.0,1.0,,,26.752,39.475,33.275,0 days 00:56:36.603000,0 days 00:57:16.078000,0 days 00:57:49.353000,,182.0,205.0,329.0,False,MEDIUM,10.0,False,Red Bull Racing,3369.796,2024-10-19 18:13:55.895,1,10.0,False,,False,True,United States Grand Prix,S,2024-10-20,3392.762,27.2,45.0,47.0,,,
COL,43,99.835,7.0,1.0,,,26.873,40.088,32.874,0 days 00:56:37.813000,0 days 00:57:17.901000,0 days 00:57:50.775000,222.0,184.0,203.0,310.0,False,MEDIUM,11.0,False,Williams,3370.895,2024-10-19 18:13:56.994,1,11.0,False,,False,True,United States Grand Prix,S,2024-10-20,3392.762,27.2,45.0,47.0,,,
STR,18,100.823,7.0,1.0,,,26.925,40.317,33.581,0 days 00:56:38.690000,0 days 00:57:19.007000,0 days 00:57:52.588000,210.0,172.0,207.0,306.0,False,MEDIUM,10.0,False,Aston Martin,3371.765,2024-10-19 18:13:57.864,1,13.0,False,,False,True,United States Grand Prix,S,2024-10-20,3392.762,27.2,45.0,47.0,,,
PIA,81,99.262,7.0,1.0,,,26.759,39.308,33.195,0 days 00:56:39.218000,0 days 00:57:18.526000,0 days 00:57:51.721000,208.0,182.0,208.0,341.0,False,MEDIUM,7.0,True,McLaren,3372.414,2024-10-19 18:13:58.513,1,12.0,False,,False,True,United States Grand Prix,S,2024-10-20,3392.762,27.2,45.0,47.0,,,
GAS,10,99.581,7.0,1.0,,,27.013,39.52,33.048,0 days 00:56:41.413000,0 days 00:57:20.933000,0 days 00:57:53.981000,218.0,179.0,203.0,309.0,True,MEDIUM,10.0,False,Alpine,3374.307,2024-10-19 18:14:00.406,1,14.0,False,,False,True,United States Grand Prix,S,2024-10-20,3392.762,27.2,45.0,47.0,,,
OCO,31,98.835,7.0,1.0,,,26.747,39.33,32.758,0 days 00:56:43.606000,0 days 00:57:22.936000,0 days 00:57:55.694000,217.0,181.0,205.0,306.0,True,MEDIUM,7.0,True,Alpine,3376.798,2024-10-19 18:14:02.897,1,15.0,False,,False,True,United States Grand Prix,S,2024-10-20,3392.762,27.2,45.0,47.0,,,
LAW,30,99.237,7.0,1.0,,,26.812,39.343,33.082,0 days 00:56:44.265000,0 days 00:57:23.608000,0 days 00:57:56.690000,218.0,181.0,207.0,326.0,True,MEDIUM,10.0,False,RB,3377.416,2024-10-19 18:14:03.515,1,16.0,False,,False,True,United States Grand Prix,S,2024-10-20,3392.762,27.2,45.0,47.0,,,
ALO,14,99.882,7.0,1.0,,,26.76,39.823,33.299,0 days 00:56:44.845000,0 days 00:57:24.668000,0 days 00:57:57.967000,202.0,183.0,201.0,331.0,True,MEDIUM,10.0,False,Aston Martin,3378.017,2024-10-19 18:14:04.116,1,17.0,False,,False,True,United States Grand Prix,S,2024-10-20,3392.762,27.2,45.0,47.0,,,
BOT,77,100.476,7.0,1.0,,,26.862,39.796,33.818,0 days 00:56:45.586000,0 days 00:57:25.382000,0 days 00:57:59.200000,203.0,182.0,203.0,325.0,False,MEDIUM,13.0,False,Kick Sauber,3378.668,2024-10-19 18:14:04.767,1,18.0,False,,False,True,United States Grand Prix,S,2024-10-20,3392.762,27.2,45.0,47.0,,,
ALB,23,100.396,7.0,1.0,,,27.133,39.947,33.316,0 days 00:56:46.891000,0 days 00:57:26.838000,0 days 00:58:00.154000,210.0,181.0,204.0,310.0,False,MEDIUM,7.0,True,Williams,3379.713,2024-10-19 18:14:05.812,1,19.0,False,,False,True,United States Grand Prix,S,2024-10-20,3392.762,27.2,45.0,47.0,,,
ZHO,24,100.456,7.0,1.0,,,27.118,39.835,33.503,0 days 00:56:47.593000,0 days 00:57:27.428000,0 days 00:58:00.931000,204.0,178.0,207.0,321.0,False,MEDIUM,7.0,True,Kick Sauber,3380.443,2024-10-19 18:14:06.542,1,20.0,False,,False,True,United States Grand Prix,S,2024-10-20,3392.762,27.2,45.0,47.0,,,
VER,1,98.712,8.0,1.0,,,26.546,39.438,32.728,0 days 00:58:00.798000,0 days 00:58:40.236000,0 days 00:59:12.964000,222.0,180.0,202.0,304.0,False,MEDIUM,11.0,False,Red Bull Racing,3454.217,2024-10-19 18:15:20.316,1,1.0,False,,False,True,United States Grand Prix,S,2024-10-20,3452.76,27.2,45.0,47.0,,,
NOR,4,98.356,8.0,1.0,,,26.349,39.106,32.901,0 days 00:58:02.559000,0 days 00:58:41.665000,0 days 00:59:14.566000,,186.0,203.0,308.0,False,MEDIUM,13.0,False,McLaren,3456.141,2024-10-19 18:15:22.240,1,2.0,False,,False,True,United States Grand Prix,S,2024-10-20,3452.76,27.2,45.0,47.0,,,
RUS,63,98.644,8.0,1.0,,,26.459,39.158,33.027,0 days 00:58:03.793000,0 days 00:58:42.951000,0 days 00:59:15.978000,218.0,183.0,204.0,314.0,False,MEDIUM,13.0,False,Mercedes,3457.273,2024-10-19 18:15:23.372,1,3.0,False,,False,True,United States Grand Prix,S,2024-10-20,3452.76,27.2,45.0,47.0,,,
SAI,55,98.748,8.0,1.0,,,26.312,39.202,33.234,0 days 00:58:04.360000,0 days 00:58:43.562000,0 days 00:59:16.796000,218.0,183.0,204.0,323.0,False,MEDIUM,11.0,False,Ferrari,3458.006,2024-10-19 18:15:24.105,1,4.0,False,,False,True,United States Grand Prix,S,2024-10-20,3452.76,27.2,45.0,47.0,,,
LEC,16,98.583,8.0,1.0,,,26.297,39.212,33.074,0 days 00:58:04.958000,0 days 00:58:44.170000,0 days 00:59:17.244000,,185.0,207.0,329.0,False,MEDIUM,11.0,False,Ferrari,3458.609,2024-10-19 18:15:24.708,1,5.0,False,,False,True,United States Grand Prix,S,2024-10-20,3452.76,27.2,45.0,47.0,,,
HAM,44,99.208,8.0,1.0,,,26.435,39.393,33.38,0 days 00:58:06.713000,0 days 00:58:46.106000,0 days 00:59:19.486000,,185.0,203.0,311.0,False,MEDIUM,12.0,False,Mercedes,3460.252,2024-10-19 18:15:26.351,1,6.0,False,,False,True,United States Grand Prix,S,2024-10-20,3452.76,27.2,45.0,47.0,,,
MAG,20,99.078,8.0,1.0,,,26.715,39.545,32.818,0 days 00:58:12.991000,0 days 00:58:52.536000,0 days 00:59:25.354000,217.0,184.0,202.0,301.0,False,MEDIUM,13.0,False,Haas F1 Team,3466.17,2024-10-19 18:15:32.269,1,7.0,False,,False,True,United States Grand Prix,S,2024-10-20,3452.76,27.2,45.0,47.0,,,
HUL,27,99.41,8.0,1.0,,,26.698,39.452,33.26,0 days 00:58:14.734000,0 days 00:58:54.186000,0 days 00:59:27.446000,218.0,183.0,204.0,302.0,False,MEDIUM,13.0,False,Haas F1 Team,3467.946,2024-10-19 18:15:34.045,1,8.0,False,,False,True,United States Grand Prix,S,2024-10-20,3452.76,27.2,45.0,47.0,,,
TSU,22,99.852,8.0,1.0,,,26.777,39.691,33.384,0 days 00:58:15.480000,0 days 00:58:55.171000,0 days 00:59:28.555000,213.0,177.0,199.0,324.0,False,MEDIUM,8.0,True,RB,3468.666,2024-10-19 18:15:34.765,1,9.0,False,,False,True,United States Grand Prix,S,2024-10-20,3452.76,27.2,45.0,47.0,,,
